transaccion_id,cuenta_origen_id,cuenta_destino_id,monto_centavos,moneda,creado_en,estado,motivo
TX000044,AC00117,AC00029,5532,USD,2023-04-12T16:03:00-05:00,COMPLETADA,OK
TX000045,AC00011,AC00018,30431,USD,2023-07-26T16:52:28-05:00,COMPLETADA,OK
TX000046,AC00401,AC00206,43527,USD,2023-10-04T17:49:00-05:00,COMPLETADA,OK
TX000047,AC00282,AC00109,16449,USD,2023-12-13T16:01:38-05:00,COMPLETADA,OK
TX000048,AC00439,AC00291,51024,USD,2023-10-09T16:29:00-05:00,COMPLETADA,OK
TX000049,AC00296,AC00162,62690,USD,2023-11-27T00:00:00-05:00,COMPLETADA,OK
TX000050,AC00471,AC00256,2201,USD,2023-03-27T16:45:18-05:00,COMPLETADA,OK
TX000051,AC00159,AC00470,42534,USD,2023-02-13T00:00:00-05:00,COMPLETADA,OK
TX000052,AC00482,AC00074,42456,USD,2023-02-21T17:45:55-05:00,COMPLETADA,OK
TX000053,AC00115,AC00128,8543,USD,2023-06-07T16:45:34-05:00,COMPLETADA,OK
TX000054,AC00055,AC00277,16950,USD,2023-09-07T00:00:00-05:00,COMPLETADA,OK
TX000055,AC00419,AC00300,10463,USD,2023-03-29T17:47:16-05:00,COMPLETADA,OK
TX000056,AC00374,AC00299,31695,USD,2023-08-04T17:53:40-05:00,COMPLETADA,OK
TX000057,AC00271,AC00113,6054,USD,2023-12-14T17:52:37-05:00,RECHAZADA,Fondos insuficientes
TX000058,AC00456,AC00071,29256,USD,2023-03-03T17:37:00-05:00,COMPLETADA,OK
TX000059,AC00143,AC00047,38652,USD,2023-06-09T00:00:00-05:00,COMPLETADA,OK
TX000060,AC00427,AC00442,11207,USD,2023-10-02T16:35:00-05:00,COMPLETADA,OK
TX000061,AC00438,AC00322,56852,USD,2023-10-06T18:44:00-05:00,COMPLETADA,OK
TX000062,AC00002,AC00350,26399,USD,2023-05-16T16:07:30-05:00,COMPLETADA,OK
TX000063,AC00425,AC00033,34964,USD,2023-11-07T16:48:00-05:00,COMPLETADA,OK
TX000064,AC00325,AC00306,60140,USD,2023-05-30T17:43:00-05:00,COMPLETADA,OK
TX000065,AC00434,AC00271,577,USD,2023-11-02T16:01:00-05:00,COMPLETADA,OK
TX000066,AC00242,AC00285,20133,USD,2023-03-29T17:00:31-05:00,COMPLETADA,OK
TX000067,AC00319,AC00006,29842,USD,2023-04-25T16:11:00-05:00,COMPLETADA,OK
TX000068,AC00460,AC00059,52106,USD,2023-04-18T00:00:00-05:00,COMPLETADA,OK
TX000069,AC00461,AC00275,11728,USD,2023-02-09T16:34:53-05:00,COMPLETADA,OK
TX000070,AC00395,AC00394,18912,USD,2023-11-13T16:42:00-05:00,COMPLETADA,OK
TX000071,AC00217,AC00058,13355,USD,2023-07-18T16:12:00-05:00,COMPLETADA,OK
TX000072,AC00053,AC00082,14321,USD,2023-01-13T00:00:00-05:00,COMPLETADA,OK
TX000073,AC00282,AC00490,2477,USD,2023-07-04T18:20:00-05:00,COMPLETADA,OK
TX000074,AC00110,AC00370,23392,USD,2023-10-20T00:00:00-05:00,RECHAZADA,Fondos insuficientes
TX000075,AC00265,AC00257,121251,USD,2023-10-04T16:36:00-05:00,COMPLETADA,OK
TX000076,AC00239,AC00261,23212,USD,2023-12-28T17:31:03-05:00,COMPLETADA,OK
TX000077,AC00007,AC00447,16263,USD,2023-06-12T17:53:52-05:00,COMPLETADA,OK
TX000078,AC00022,AC00432,9153,USD,2023-03-13T16:32:00-05:00,COMPLETADA,OK
TX000079,AC00464,AC00312,12029,USD,2023-12-18T18:46:27-05:00,COMPLETADA,OK
TX000080,AC00014,AC00193,17425,USD,2023-07-17T18:54:31-05:00,COMPLETADA,OK
TX000081,AC00406,AC00277,18371,USD,2023-06-19T18:22:10-05:00,COMPLETADA,OK
TX000082,AC00445,AC00474,34539,USD,2023-10-23T17:13:57-05:00,COMPLETADA,OK
TX000083,AC00236,AC00001,92255,USD,2023-01-23T16:32:48-05:00,RECHAZADA,Fondos insuficientes
TX000084,AC00220,AC00252,25991,USD,2023-11-06T00:00:00-05:00,COMPLETADA,OK
TX000086,AC00098,AC00427,134019,USD,2023-09-29T17:22:10-05:00,RECHAZADA,Fondos insuficientes
TX000087,AC00303,AC00123,2456,USD,2023-10-20T17:27:35-05:00,COMPLETADA,OK
TX000089,AC00438,AC00041,961,USD,2023-06-22T18:37:29-05:00,COMPLETADA,OK
TX000090,AC00437,AC00249,39296,USD,2023-11-20T16:28:09-05:00,RECHAZADA,Fondos insuficientes
TX000091,AC00106,AC00391,71693,USD,2023-09-14T16:49:33-05:00,COMPLETADA,OK
TX000092,AC00310,AC00065,22385,USD,2023-10-02T16:36:00-05:00,RECHAZADA,Fondos insuficientes
TX000093,AC00149,AC00245,23066,USD,2023-03-27T00:00:00-05:00,COMPLETADA,OK
TX000094,AC00373,AC00085,44212,USD,2023-12-21T16:37:00-05:00,RECHAZADA,Fondos insuficientes
TX000095,AC00425,AC00448,64417,USD,2023-03-02T16:05:09-05:00,COMPLETADA,OK
TX000096,AC00010,AC00495,50868,USD,2023-06-26T16:16:50-05:00,COMPLETADA,OK
TX000097,AC00348,AC00277,85863,USD,2023-04-18T17:27:23-05:00,RECHAZADA,Fondos insuficientes
TX000098,AC00011,AC00355,2536,USD,2023-07-17T17:08:00-05:00,COMPLETADA,OK
TX000099,AC00453,AC00160,14762,USD,2023-09-01T00:00:00-05:00,COMPLETADA,OK
TX000100,AC00178,AC00345,11502,USD,2023-09-11T16:19:04-05:00,COMPLETADA,OK
TX000101,AC00265,AC00225,38337,USD,2023-01-24T17:23:56-05:00,COMPLETADA,OK
TX000102,AC00018,AC00233,9854,USD,2023-08-11T16:18:46-05:00,COMPLETADA,OK
TX000103,AC00075,AC00117,8324,USD,2023-10-16T18:35:11-05:00,COMPLETADA,OK
TX000105,AC00170,AC00118,12994,USD,2023-01-02T16:36:00-05:00,COMPLETADA,OK
TX000106,AC00235,AC00004,30690,USD,2023-11-30T16:31:03-05:00,COMPLETADA,OK
TX000107,AC00013,AC00325,11498,USD,2023-11-01T16:52:01-05:00,COMPLETADA,OK
TX000109,AC00423,AC00442,50376,USD,2023-11-27T18:32:49-05:00,COMPLETADA,OK
TX000110,AC00154,AC00265,14303,USD,2023-07-31T16:37:00-05:00,RECHAZADA,Fondos insuficientes
TX000111,AC00068,AC00344,104522,USD,2023-11-22T00:00:00-05:00,COMPLETADA,OK
TX000112,AC00318,AC00277,24554,USD,2023-03-21T16:29:00-05:00,COMPLETADA,OK
TX000113,AC00396,AC00480,25437,USD,2023-04-20T18:26:50-05:00,COMPLETADA,OK
TX000114,AC00121,AC00297,21376,USD,2023-03-01T17:52:00-05:00,COMPLETADA,OK
TX000115,AC00336,AC00403,32786,USD,2023-02-10T16:52:00-05:00,RECHAZADA,Fondos insuficientes
TX000116,AC00468,AC00209,250,USD,2023-07-21T16:43:11-05:00,RECHAZADA,Fondos insuficientes
TX000117,AC00282,AC00050,30008,USD,2023-10-09T17:02:00-05:00,COMPLETADA,OK
TX000118,AC00498,AC00182,5698,USD,2024-01-01T00:00:00-05:00,COMPLETADA,OK
TX000119,AC00085,AC00241,40765,USD,2023-07-07T16:11:00-05:00,RECHAZADA,Fondos insuficientes
TX000121,AC00295,AC00332,5357,USD,2023-08-16T16:17:12-05:00,COMPLETADA,OK
TX000122,AC00358,AC00207,6334,USD,2023-11-17T16:02:02-05:00,COMPLETADA,OK
TX000123,AC00311,AC00411,31787,USD,2023-05-22T17:29:35-05:00,COMPLETADA,OK
TX000124,AC00066,AC00129,33165,USD,2023-08-25T17:26:00-05:00,COMPLETADA,OK
TX000125,AC00340,AC00275,504,USD,2023-11-27T16:38:34-05:00,COMPLETADA,OK
TX000126,AC00284,AC00217,21454,USD,2023-08-04T17:46:44-05:00,COMPLETADA,OK
TX000127,AC00208,AC00238,59881,USD,2023-09-04T16:48:35-05:00,COMPLETADA,OK
TX000128,AC00176,AC00474,84128,USD,2023-08-09T17:34:26-05:00,COMPLETADA,OK
TX000129,AC00053,AC00415,3815,USD,2023-09-07T16:07:40-05:00,COMPLETADA,OK
TX000130,AC00320,AC00282,103666,USD,2023-07-11T16:39:53-05:00,COMPLETADA,OK
TX000131,AC00382,AC00334,12472,USD,2023-07-03T17:14:07-05:00,COMPLETADA,OK
TX000132,AC00384,AC00430,30245,USD,2023-09-25T17:13:36-05:00,COMPLETADA,OK
TX000134,AC00498,AC00435,577,USD,2023-11-17T17:27:07-05:00,COMPLETADA,OK
TX000136,AC00177,AC00110,1616,USD,2023-10-16T16:59:00-05:00,COMPLETADA,OK
TX000137,AC00284,AC00464,48608,USD,2023-06-20T17:21:00-05:00,COMPLETADA,OK
TX000140,AC00385,AC00403,23457,USD,2023-09-01T16:09:08-05:00,RECHAZADA,Fondos insuficientes
TX000141,AC00403,AC00147,600,USD,2023-10-23T18:38:15-05:00,RECHAZADA,Fondos insuficientes
TX000142,AC00114,AC00492,104992,USD,2023-10-23T16:50:33-05:00,COMPLETADA,OK
TX000143,AC00163,AC00403,22714,USD,2023-07-03T17:42:00-05:00,COMPLETADA,OK
TX000144,AC00108,AC00369,23374,USD,2023-10-24T00:00:00-05:00,RECHAZADA,Fondos insuficientes
TX000145,AC00397,AC00098,11302,USD,2023-09-25T16:54:22-05:00,COMPLETADA,OK
TX000146,AC00434,AC00497,4585,USD,2023-02-16T17:57:10-05:00,COMPLETADA,OK
TX000148,AC00161,AC00384,51495,USD,2023-04-13T18:37:48-05:00,COMPLETADA,OK
TX000149,AC00333,AC00026,41550,USD,2023-07-28T16:29:23-05:00,COMPLETADA,OK
TX000151,AC00072,AC00273,6940,USD,2023-07-24T18:08:00-05:00,COMPLETADA,OK
TX000152,AC00242,AC00493,33293,USD,2023-11-20T16:29:48-05:00,COMPLETADA,OK
TX000153,AC00303,AC00437,26790,USD,2023-10-09T16:52:47-05:00,COMPLETADA,OK
TX000154,AC00442,AC00305,49603,USD,2023-11-03T00:00:00-05:00,COMPLETADA,OK
TX000156,AC00174,AC00062,8302,USD,2023-09-04T17:59:51-05:00,COMPLETADA,OK
TX000157,AC00421,AC00292,9326,USD,2023-07-27T16:22:52-05:00,COMPLETADA,OK
TX000158,AC00111,AC00306,80337,USD,2023-04-17T16:08:34-05:00,RECHAZADA,Fondos insuficientes
TX000160,AC00492,AC00299,2853,USD,2023-05-31T00:00:00-05:00,COMPLETADA,OK
TX000161,AC00380,AC00162,13953,USD,2023-10-09T17:20:00-05:00,RECHAZADA,Fondos insuficientes
TX000162,AC00227,AC00105,30757,USD,2023-01-09T16:12:00-05:00,COMPLETADA,OK
TX000163,AC00257,AC00161,6065,USD,2023-05-26T18:15:08-05:00,COMPLETADA,OK
TX000164,AC00062,AC00204,7486,USD,2023-08-14T17:43:17-05:00,COMPLETADA,OK
TX000165,AC00383,AC00331,11797,USD,2023-11-24T18:51:32-05:00,COMPLETADA,OK
TX000166,AC00182,AC00162,23191,USD,2023-01-31T00:00:00-05:00,COMPLETADA,OK
TX000167,AC00478,AC00481,12621,USD,2023-02-14T16:07:01-05:00,COMPLETADA,OK
TX000168,AC00332,AC00235,50628,USD,2023-05-02T00:00:00-05:00,COMPLETADA,OK
TX000170,AC00331,AC00038,28185,USD,2023-05-16T17:26:37-05:00,COMPLETADA,OK
TX000171,AC00474,AC00260,77788,USD,2023-03-20T00:00:00-05:00,COMPLETADA,OK
TX000172,AC00268,AC00479,11918,USD,2023-08-25T00:00:00-05:00,RECHAZADA,Fondos insuficientes
TX000173,AC00247,AC00036,17719,USD,2023-05-15T17:25:00-05:00,COMPLETADA,OK
TX000174,AC00298,AC00190,26088,USD,2023-05-29T00:00:00-05:00,RECHAZADA,Fondos insuficientes
TX000175,AC00106,AC00226,16947,USD,2023-03-22T00:00:00-05:00,COMPLETADA,OK
TX000176,AC00035,AC00362,7323,USD,2023-05-19T00:00:00-05:00,COMPLETADA,OK
TX000177,AC00363,AC00415,136255,USD,2023-02-10T18:07:07-05:00,COMPLETADA,OK
TX000178,AC00273,AC00005,79257,USD,2023-05-22T16:22:36-05:00,COMPLETADA,OK
TX000179,AC00156,AC00285,23706,USD,2023-12-18T16:47:17-05:00,COMPLETADA,OK
TX000181,AC00036,AC00451,74025,USD,2023-07-19T17:03:58-05:00,COMPLETADA,OK
TX000182,AC00149,AC00060,45354,USD,2023-04-19T16:36:03-05:00,COMPLETADA,OK
TX000183,AC00225,AC00382,30047,USD,2023-11-13T16:11:52-05:00,COMPLETADA,OK
TX000184,AC00077,AC00141,11093,USD,2023-04-07T16:38:00-05:00,RECHAZADA,Fondos insuficientes
TX000185,AC00440,AC00108,20169,USD,2023-01-03T00:00:00-05:00,COMPLETADA,OK
TX000186,AC00321,AC00105,39921,USD,2023-01-30T16:15:49-05:00,COMPLETADA,OK
TX000187,AC00099,AC00438,104188,USD,2023-09-06T00:00:00-05:00,RECHAZADA,Fondos insuficientes
TX000188,AC00258,AC00251,63036,USD,2023-03-02T00:00:00-05:00,COMPLETADA,OK
TX000189,AC00132,AC00466,1094,USD,2023-10-23T00:00:00-05:00,COMPLETADA,OK
TX000190,AC00113,AC00048,21590,USD,2023-01-04T16:02:09-05:00,COMPLETADA,OK
TX000191,AC00396,AC00426,142255,USD,2023-07-10T17:49:18-05:00,COMPLETADA,OK
TX000192,AC00099,AC00002,22637,USD,2023-09-18T17:07:08-05:00,RECHAZADA,Fondos insuficientes
TX000193,AC00265,AC00067,44489,USD,2023-09-11T16:27:39-05:00,COMPLETADA,OK
TX000194,AC00047,AC00136,28057,USD,2023-01-27T17:35:05-05:00,COMPLETADA,OK
TX000195,AC00005,AC00228,48854,USD,2023-07-03T17:47:00-05:00,COMPLETADA,OK
TX000196,AC00363,AC00219,330,USD,2023-03-27T16:42:00-05:00,COMPLETADA,OK
TX000197,AC00426,AC00058,19939,USD,2023-08-21T16:16:00-05:00,COMPLETADA,OK
TX000198,AC00107,AC00454,2036,USD,2023-07-24T17:02:18-05:00,COMPLETADA,OK
TX000199,AC00237,AC00077,11364,USD,2023-10-24T17:09:00-05:00,COMPLETADA,OK
TX000201,AC00113,AC00284,30741,USD,2023-06-12T17:32:52-05:00,COMPLETADA,OK
TX000202,AC00010,AC00067,1118,USD,2023-11-30T16:52:00-05:00,COMPLETADA,OK
TX000205,AC00452,AC00021,14098,USD,2023-05-25T00:00:00-05:00,COMPLETADA,OK
TX000206,AC00020,AC00109,28804,USD,2023-08-24T16:47:21-05:00,RECHAZADA,Fondos insuficientes
TX000207,AC00181,AC00343,80055,USD,2023-05-04T16:21:31-05:00,COMPLETADA,OK
TX000208,AC00370,AC00401,48554,USD,2023-02-06T00:00:00-05:00,COMPLETADA,OK
TX000209,AC00453,AC00448,52115,USD,2023-02-17T18:16:05-05:00,COMPLETADA,OK
TX000210,AC00339,AC00318,32179,USD,2023-08-07T00:00:00-05:00,COMPLETADA,OK
TX000211,AC00249,AC00475,30493,USD,2023-02-24T00:00:00-05:00,COMPLETADA,OK
TX000212,AC00479,AC00443,43208,USD,2023-07-31T16:04:55-05:00,COMPLETADA,OK
TX000213,AC00301,AC00411,69420,USD,2023-12-07T16:20:08-05:00,COMPLETADA,OK
TX000214,AC00380,AC00453,11686,USD,2023-03-20T00:00:00-05:00,COMPLETADA,OK
TX000215,AC00130,AC00092,38681,USD,2023-03-03T00:00:00-05:00,RECHAZADA,Fondos insuficientes
TX000216,AC00006,AC00172,7488,USD,2023-05-24T16:25:50-05:00,RECHAZADA,Fondos insuficientes
TX000217,AC00096,AC00212,19576,USD,2023-05-22T16:17:19-05:00,COMPLETADA,OK
TX000218,AC00108,AC00444,13470,USD,2023-08-21T16:03:18-05:00,COMPLETADA,OK
TX000219,AC00070,AC00129,89024,USD,2023-07-07T18:03:00-05:00,COMPLETADA,OK
TX000220,AC00417,AC00404,36127,USD,2023-01-06T00:00:00-05:00,COMPLETADA,OK
TX000221,AC00391,AC00196,13156,USD,2023-10-19T16:42:37-05:00,COMPLETADA,OK
TX000222,AC00414,AC00441,48551,USD,2023-11-28T16:49:00-05:00,COMPLETADA,OK
TX000223,AC00004,AC00104,54787,USD,2023-07-10T00:00:00-05:00,COMPLETADA,OK
TX000224,AC00047,AC00237,45730,USD,2023-06-26T18:25:00-05:00,COMPLETADA,OK
TX000226,AC00314,AC00117,48659,USD,2023-12-19T16:55:17-05:00,COMPLETADA,OK
TX000227,AC00212,AC00339,16368,USD,2023-09-28T16:20:57-05:00,COMPLETADA,OK
TX000228,AC00115,AC00170,58165,USD,2023-01-09T16:54:58-05:00,COMPLETADA,OK
TX000229,AC00055,AC00036,5201,USD,2023-11-07T00:00:00-05:00,RECHAZADA,Fondos insuficientes
TX000230,AC00427,AC00143,63024,USD,2023-11-29T18:10:00-05:00,COMPLETADA,OK
TX000231,AC00401,AC00261,52374,USD,2023-11-02T16:36:37-05:00,RECHAZADA,Fondos insuficientes
TX000232,AC00430,AC00433,70560,USD,2023-02-20T00:00:00-05:00,COMPLETADA,OK
TX000233,AC00299,AC00482,21750,USD,2023-10-23T18:54:48-05:00,COMPLETADA,OK
TX000235,AC00430,AC00092,525,USD,2023-11-13T18:26:00-05:00,COMPLETADA,OK
TX000236,AC00175,AC00136,5403,USD,2023-09-19T17:16:46-05:00,COMPLETADA,OK
TX000238,AC00225,AC00375,36891,USD,2023-03-10T17:49:57-05:00,RECHAZADA,Fondos insuficientes
TX000239,AC00394,AC00224,3306,USD,2023-01-17T16:03:41-05:00,COMPLETADA,OK
TX000240,AC00026,AC00263,6650,USD,2023-05-04T16:44:00-05:00,COMPLETADA,OK
TX000241,AC00076,AC00462,17708,USD,2023-01-06T17:16:44-05:00,RECHAZADA,Fondos insuficientes
TX000242,AC00215,AC00131,58854,USD,2023-02-06T17:57:28-05:00,COMPLETADA,OK
TX000245,AC00004,AC00353,4066,USD,2024-01-01T16:08:49-05:00,COMPLETADA,OK
TX000246,AC00260,AC00381,9722,USD,2023-02-20T17:30:19-05:00,COMPLETADA,OK
TX000247,AC00415,AC00101,3407,USD,2023-11-06T17:22:00-05:00,COMPLETADA,OK
TX000248,AC00337,AC00036,49206,USD,2023-10-19T16:14:00-05:00,COMPLETADA,OK
TX000249,AC00253,AC00473,84201,USD,2023-09-12T16:43:27-05:00,COMPLETADA,OK
TX000250,AC00126,AC00162,7355,USD,2023-01-09T16:09:00-05:00,RECHAZADA,Fondos insuficientes
TX000251,AC00304,AC00064,76053,USD,2023-09-04T18:13:25-05:00,COMPLETADA,OK
TX000252,AC00470,AC00154,27308,USD,2023-01-30T16:09:08-05:00,COMPLETADA,OK
TX000253,AC00041,AC00343,37169,USD,2023-12-22T16:27:49-05:00,COMPLETADA,OK
TX000254,AC00442,AC00207,21896,USD,2023-08-30T16:11:47-05:00,COMPLETADA,OK
TX000255,AC00430,AC00284,22739,USD,2023-12-25T16:58:19-05:00,COMPLETADA,OK
TX000256,AC00258,AC00216,23799,USD,2023-05-08T16:45:11-05:00,COMPLETADA,OK
TX000257,AC00073,AC00196,18660,USD,2023-07-04T16:27:23-05:00,COMPLETADA,OK
TX000258,AC00430,AC00464,34115,USD,2023-02-13T00:00:00-05:00,COMPLETADA,OK
TX000259,AC00363,AC00292,43458,USD,2023-09-06T16:28:38-05:00,COMPLETADA,OK
TX000260,AC00307,AC00281,31288,USD,2023-05-26T18:12:50-05:00,COMPLETADA,OK
TX000261,AC00085,AC00157,7515,USD,2023-09-18T00:00:00-05:00,COMPLETADA,OK
TX000262,AC00448,AC00221,2330,USD,2023-08-14T18:13:00-05:00,COMPLETADA,OK
TX000265,AC00366,AC00346,48815,USD,2023-07-31T16:01:00-05:00,COMPLETADA,OK
TX000266,AC00338,AC00243,1282,USD,2023-04-05T00:00:00-05:00,COMPLETADA,OK
TX000267,AC00178,AC00493,6690,USD,2023-04-17T16:50:45-05:00,COMPLETADA,OK
TX000268,AC00424,AC00087,53591,USD,2023-07-07T16:38:00-05:00,COMPLETADA,OK
TX000269,AC00147,AC00146,27072,USD,2023-07-03T18:01:00-05:00,COMPLETADA,OK
TX000270,AC00171,AC00326,9798,USD,2023-02-06T16:09:48-05:00,COMPLETADA,OK
TX000271,AC00023,AC00049,19608,USD,2023-08-25T00:00:00-05:00,COMPLETADA,OK
TX000272,AC00263,AC00386,25118,USD,2023-06-01T16:51:11-05:00,COMPLETADA,OK
TX000273,AC00423,AC00159,4452,USD,2023-03-28T18:30:00-05:00,COMPLETADA,OK
TX000274,AC00455,AC00102,17887,USD,2023-05-23T00:00:00-05:00,COMPLETADA,OK
TX000275,AC00454,AC00024,117628,USD,2023-12-20T16:08:00-05:00,COMPLETADA,OK
TX000276,AC00055,AC00245,38668,USD,2023-10-31T16:48:01-05:00,COMPLETADA,OK
TX000277,AC00403,AC00394,16714,USD,2023-04-24T18:33:00-05:00,COMPLETADA,OK
TX000278,AC00220,AC00213,34522,USD,2023-09-05T16:55:47-05:00,COMPLETADA,OK
TX000279,AC00009,AC00296,7485,USD,2023-12-25T17:19:08-05:00,COMPLETADA,OK
TX000280,AC00445,AC00357,67173,USD,2023-10-16T16:15:00-05:00,COMPLETADA,OK
TX000281,AC00133,AC00206,25504,USD,2023-11-23T16:15:59-05:00,COMPLETADA,OK
TX000282,AC00362,AC00336,4577,USD,2023-02-09T17:50:23-05:00,COMPLETADA,OK
TX000283,AC00026,AC00459,32969,USD,2023-01-09T16:54:30-05:00,COMPLETADA,OK
TX000284,AC00387,AC00396,36204,USD,2023-07-10T00:00:00-05:00,COMPLETADA,OK
TX000285,AC00451,AC00399,1192,USD,2023-10-09T17:48:00-05:00,COMPLETADA,OK
TX000286,AC00033,AC00092,4742,USD,2023-12-19T16:46:00-05:00,COMPLETADA,OK
TX000287,AC00087,AC00358,3599,USD,2023-01-19T00:00:00-05:00,COMPLETADA,OK
TX000289,AC00177,AC00471,24262,USD,2023-07-10T16:40:00-05:00,COMPLETADA,OK
TX000290,AC00093,AC00235,4872,USD,2023-09-29T00:00:00-05:00,COMPLETADA,OK
TX000291,AC00427,AC00238,4346,USD,2023-07-21T17:02:00-05:00,COMPLETADA,OK
TX000292,AC00284,AC00288,103621,USD,2023-07-21T18:54:14-05:00,COMPLETADA,OK
TX000293,AC00189,AC00488,44379,USD,2023-10-09T18:28:04-05:00,COMPLETADA,OK
TX000294,AC00495,AC00227,36514,USD,2023-12-01T18:46:28-05:00,RECHAZADA,Fondos insuficientes
TX000295,AC00148,AC00370,75741,USD,2023-05-05T16:31:53-05:00,COMPLETADA,OK
TX000296,AC00272,AC00219,2054,USD,2023-08-21T18:09:24-05:00,COMPLETADA,OK
TX000297,AC00381,AC00281,47536,USD,2023-10-02T16:03:09-05:00,COMPLETADA,OK
TX000298,AC00110,AC00082,3474,USD,2023-06-26T16:40:00-05:00,COMPLETADA,OK
TX000299,AC00495,AC00244,68954,USD,2023-03-06T00:00:00-05:00,COMPLETADA,OK
TX000300,AC00035,AC00386,21118,USD,2023-10-16T16:09:00-05:00,COMPLETADA,OK
TX000301,AC00119,AC00328,21136,USD,2023-11-21T16:23:41-05:00,COMPLETADA,OK
TX000302,AC00488,AC00399,74441,USD,2023-07-31T00:00:00-05:00,COMPLETADA,OK
TX000303,AC00466,AC00321,6143,USD,2023-06-29T16:16:00-05:00,COMPLETADA,OK
TX000305,AC00306,AC00147,36146,USD,2023-04-07T17:23:00-05:00,RECHAZADA,Fondos insuficientes
TX000306,AC00431,AC00172,37885,USD,2023-06-16T00:00:00-05:00,COMPLETADA,OK
TX000307,AC00233,AC00278,24111,USD,2023-06-16T16:41:23-05:00,COMPLETADA,OK
TX000308,AC00389,AC00078,13193,USD,2023-09-11T00:00:00-05:00,COMPLETADA,OK
TX000309,AC00067,AC00357,2028,USD,2023-07-19T17:42:38-05:00,COMPLETADA,OK
TX000310,AC00300,AC00110,41588,USD,2023-04-27T17:30:16-05:00,COMPLETADA,OK
TX000312,AC00285,AC00239,122165,USD,2023-09-27T16:55:00-05:00,COMPLETADA,OK
